FULL DATASET MINING RESULTS (30 Features)
Execution Time: 890.3070 seconds
Total Rules Found: 374859
Phishing Specific Rules: 954
--------------------------------------------------
                                                                                                                                                    antecedents        consequents  antecedent support  consequent support   support  confidence      lift  representativity  leverage  conviction  zhangs_metric   jaccard  certainty  kulczynski    cosine  all_confidence  max_confidence  chi_square_score
206397                                                              (Links_in_tags_greater_than_%81_Anchor, port_Port_Standard, Google_Index_Indexed by Google)  (Result_Phishing)            0.261058            0.443057  0.158209    0.606029  1.367834               1.0  0.042545    1.413664       0.363922  0.289809   0.292618    0.481557  0.465192        0.357085        0.606029        420.377968
216339                                                                          (port_Port_Standard, having_Sub_Domain_One_SubDomain, Favicon_Favicon_Internal)  (Result_Phishing)            0.264224            0.443057  0.160109    0.605957  1.367671               1.0  0.043042    1.413405       0.365370  0.292610   0.292489    0.483664  0.467949        0.361372        0.605957        426.928151
310178                                            (Shortining_Service_No_Shortining, Domain_registeration_length_Domain_LongTerm, having_At_Symbol_no_@_symbol)  (Result_Phishing)            0.258706            0.443057  0.156762    0.605944  1.367642               1.0  0.042140    1.413359       0.362629  0.287635   0.292466    0.479881  0.463027        0.353818        0.605944        414.835756
206293                        (Links_in_tags_greater_than_%81_Anchor, Statistical_report_Dont Belong to Top Phishing IPs/Domains, having_At_Symbol_no_@_symbol)  (Result_Phishing)            0.271642            0.443057  0.164541    0.605728  1.367154               1.0  0.044188    1.412583       0.368711  0.299079   0.292077    0.488552  0.474292        0.371376        0.605728        442.135809
281233                                                      (Shortining_Service_No_Shortining, Request_URL_ReqURL_HighExtContent, Abnormal_URL_hostname_in_URL)  (Result_Phishing)            0.343103            0.443057  0.207779    0.605589  1.366841               1.0  0.055765    1.412088       0.408566  0.359243   0.291829    0.537278  0.532918        0.468967        0.605589        618.146781
309937                                                                         (Request_URL_ReqURL_HighExtContent, Domain_registeration_length_Domain_LongTerm)  (Result_Phishing)            0.275893            0.443057  0.167074    0.605574  1.366806               1.0  0.044837    1.412032       0.370619  0.302737   0.291801    0.491333  0.477868        0.377093        0.605574        450.838322
216048                                                            (Statistical_report_Dont Belong to Top Phishing IPs/Domains, having_Sub_Domain_One_SubDomain)  (Result_Phishing)            0.273813            0.443057  0.165807    0.605550  1.366753               1.0  0.044493    1.411947       0.369517  0.300886   0.291758    0.489892  0.476044        0.374234        0.605550        446.026425
310265              (Statistical_report_Dont Belong to Top Phishing IPs/Domains, Shortining_Service_No_Shortining, Domain_registeration_length_Domain_LongTerm)  (Result_Phishing)            0.258887            0.443057  0.156762    0.605521  1.366686               1.0  0.042060    1.411842       0.362028  0.287539   0.291705    0.479669  0.462865        0.353818        0.605521        413.071140
281196                                                                  (Shortining_Service_No_Shortining, Iframe_No_IFrame, Request_URL_ReqURL_HighExtContent)  (Result_Phishing)            0.328358            0.443057  0.198824    0.605510  1.366662               1.0  0.053343    1.411803       0.399454  0.347235   0.291686    0.527132  0.521273        0.448755        0.605510        578.029066
206233                       (Links_in_tags_greater_than_%81_Anchor, Statistical_report_Dont Belong to Top Phishing IPs/Domains, Redirect_Redirect_between_2-4)  (Result_Phishing)            0.278878            0.443057  0.168702    0.604930  1.365354               1.0  0.045143    1.409732       0.371074  0.304938   0.290645    0.492849  0.479935        0.380768        0.604930        453.985958
216046                                                                                                    (port_Port_Standard, having_Sub_Domain_One_SubDomain)  (Result_Phishing)            0.281592            0.443057  0.170330    0.604883  1.365247               1.0  0.045569    1.409563       0.372395  0.307278   0.290560    0.494663  0.482227        0.384443        0.604883        459.865085
281130                                                                                    (Shortining_Service_No_Shortining, Request_URL_ReqURL_HighExtContent)  (Result_Phishing)            0.359656            0.443057  0.217549    0.604879  1.365239               1.0  0.058200    1.409550       0.417787  0.371773   0.290554    0.547948  0.544982        0.491017        0.604879        658.926564
216275                                        (Statistical_report_Dont Belong to Top Phishing IPs/Domains, having_Sub_Domain_One_SubDomain, RightClick_Enabled)  (Result_Phishing)            0.267390            0.443057  0.161737    0.604871  1.365221               1.0  0.043267    1.409522       0.365158  0.294758   0.290540    0.484959  0.469901        0.365047        0.604871        428.147652
216410                                                   (HTTPS_token_No_HTTPS_Token_In_Domain, having_Sub_Domain_One_SubDomain, Redirect_Redirect_between_2-4)  (Result_Phishing)            0.252194            0.443057  0.152510    0.604735  1.364912               1.0  0.040774    1.409034       0.357515  0.281000   0.290294    0.474478  0.456249        0.344222        0.604735        394.939304
216278                                          (Statistical_report_Dont Belong to Top Phishing IPs/Domains, Iframe_No_IFrame, having_Sub_Domain_One_SubDomain)  (Result_Phishing)            0.259973            0.443057  0.157214    0.604732  1.364907               1.0  0.042031    1.409025       0.361269  0.288034   0.290290    0.479785  0.463230        0.354839        0.604732        411.388821
281716                                                              (HTTPS_token_No_HTTPS_Token_In_Domain, Iframe_No_IFrame, Request_URL_ReqURL_HighExtContent)  (Result_Phishing)            0.311352            0.443057  0.188241    0.604590  1.364587               1.0  0.050294    1.408520       0.387974  0.332481   0.290035    0.514729  0.506824        0.424867        0.604590        528.524835
206197                                  (Links_in_tags_greater_than_%81_Anchor, Statistical_report_Dont Belong to Top Phishing IPs/Domains, RightClick_Enabled)  (Result_Phishing)            0.306739            0.443057  0.185436    0.604541  1.364476               1.0  0.049533    1.408346       0.385307  0.328578   0.289947    0.511540  0.503015        0.418538        0.604541        516.915506
205844                                                                                    (Links_in_tags_greater_than_%81_Anchor, having_At_Symbol_no_@_symbol)  (Result_Phishing)            0.309905            0.443057  0.187336    0.604495  1.364372               1.0  0.050030    1.408181       0.386993  0.331201   0.289864    0.513660  0.505565        0.422826        0.604495        524.345353
310330                                         (Submitting_to_email_not_using_mail_func, Domain_registeration_length_Domain_LongTerm, Favicon_Favicon_Internal)  (Result_Phishing)            0.265219            0.443057  0.160289    0.604366  1.364080               1.0  0.042782    1.407720       0.363244  0.292506   0.289632    0.483073  0.467598        0.361780        0.604366        420.773717
310390                                 (popUpWidnow_No_Popup_Text_Fields, Submitting_to_email_not_using_mail_func, Domain_registeration_length_Domain_LongTerm)  (Result_Phishing)            0.262506            0.443057  0.158571    0.604066  1.363404               1.0  0.042266    1.406656       0.361415  0.289896   0.289094    0.480984  0.464969        0.357901        0.604066        413.396764
